OTU_97.41189.0	Pasteurella multocida	Pasteurella
OTU_97.38269.0	Rothia dentocariosa	Rothia
OTU_97.30455.0	Campylobacter jejuni	Campylobacter
OTU_97.976.0	Streptococcus agalactiae	Streptococcus
OTU_97.21866.0	Campylobacter jejuni	Campylobacter
OTU_97.22593.0	Streptococcus infantarius	Streptococcus
OTU_97.34783.0	Streptococcus iniae	Streptococcus
OTU_97.837.1	Streptococcus intermedius	Streptococcus
OTU_97.27554.1	Clostridioides difficile	Clostridioides
OTU_97.28883.0	Streptococcus pneumoniae	Streptococcus
OTU_97.30394.0	Streptococcus cristatus	Streptococcus
OTU_97.25847.0	Campylobacter jejuni	Campylobacter
OTU_97.17408.1	Streptococcus constellatus	Streptococcus
OTU_97.30063.0	Streptococcus pyogenes	Streptococcus
OTU_97.37560.0	Campylobacter jejuni	Campylobacter
OTU_97.37207.0	Streptococcus pyogenes	Streptococcus
OTU_97.3142.0	Campylobacter jejuni	Campylobacter
OTU_97.34782.1	Streptococcus pyogenes	Streptococcus
OTU_97.36412.0	Streptococcus constellatus	Streptococcus
OTU_97.35376.0	Streptococcus pneumoniae	Streptococcus
OTU_97.44957.1	Trueperella pyogenes	Trueperella
OTU_97.23.0	Streptococcus pneumoniae	Streptococcus
OTU_97.17408.0	Streptococcus pyogenes	Streptococcus
OTU_97.934.0	Streptococcus pyogenes	Streptococcus
OTU_97.16670.0	Aggregatibacter aphrophilus	Aggregatibacter
OTU_97.9740.1	Campylobacter jejuni	Campylobacter
OTU_97.837.0	Streptococcus thermophilus	Streptococcus
OTU_97.10271.0	Campylobacter jejuni	Campylobacter
OTU_97.31370.0	Actinomyces oris	Actinomyces
OTU_97.31176.0	Campylobacter jejuni	Campylobacter
OTU_97.43496.0	Streptococcus pneumoniae	Streptococcus
OTU_97.43450.0	[Haemophilus] ducreyi	Haemophilus
OTU_97.16865.0	Streptococcus iniae	Streptococcus
OTU_97.44265.1	Lactococcus piscium	Lactococcus
OTU_97.2653.1	Streptococcus sp. VT 162	Streptococcus
OTU_97.1441.0	Campylobacter jejuni	Campylobacter
OTU_97.42986.0	Mannheimia haemolytica	Mannheimia
OTU_97.33154.0	Mannheimia varigena	Mannheimia
OTU_97.27554.0	Clostridioides difficile	Clostridioides
OTU_97.16301.0	Campylobacter jejuni	Campylobacter
OTU_97.34839.0	Streptococcus pneumoniae	Streptococcus
OTU_97.39134.1	Streptococcus intermedius	Streptococcus
OTU_97.1441.1	Campylobacter coli	Campylobacter
OTU_97.9324.0	Burkholderia thailandensis	Burkholderia
OTU_97.39134.0	Streptococcus equi	Streptococcus
OTU_97.43848.0	Streptococcus thermophilus	Streptococcus
OTU_97.17113.0	Streptococcus suis	Streptococcus
OTU_97.16243.0	Streptococcus agalactiae	Streptococcus
OTU_97.39522.0	Prevotella fusca	Prevotella
OTU_97.45303.1	Aggregatibacter actinomycetemcomitans	Aggregatibacter
OTU_97.43007.1	Streptococcus agalactiae	Streptococcus
OTU_97.2727.0	Campylobacter fetus	Campylobacter
OTU_97.37776.1	Lactococcus lactis	Lactococcus
OTU_97.9740.0	Campylobacter jejuni	Campylobacter
OTU_97.934.1	Streptococcus suis	Streptococcus
OTU_97.44265.0	Streptococcus agalactiae	Streptococcus
OTU_97.31176.1	Campylobacter gracilis	Campylobacter
OTU_97.31497.0	Streptococcus mutans	Streptococcus
OTU_97.9324.1	Burkholderia pseudomallei	Burkholderia
OTU_97.36305.1	Campylobacter jejuni	Campylobacter
OTU_97.42948.0	Aggregatibacter actinomycetemcomitans	Aggregatibacter
OTU_97.29715.0	Corynebacterium pseudotuberculosis	Corynebacterium
OTU_97.41395.0	Campylobacter jejuni	Campylobacter
OTU_97.23748.0	Campylobacter jejuni	Campylobacter
OTU_97.44129.0	Streptococcus mutans	Streptococcus
OTU_97.44957.0	Mobiluncus curtisii	Mobiluncus
OTU_97.21249.0	Rothia mucilaginosa	Rothia
OTU_97.39273.0	Campylobacter jejuni	Campylobacter
OTU_97.17666.0	Streptococcus agalactiae	Streptococcus
OTU_97.43673.1	Porphyromonas gingivalis	Porphyromonas
OTU_97.42878.0	Pasteurella multocida	Pasteurella
OTU_97.14835.1	Streptococcus pyogenes	Streptococcus
OTU_97.35311.0	Streptococcus pneumoniae	Streptococcus
OTU_97.17726.0	Streptococcus pyogenes	Streptococcus
OTU_97.27087.0	Streptococcus agalactiae	Streptococcus
OTU_97.30766.1	Carnobacterium sp. CP1	Carnobacterium
OTU_97.6908.0	Streptococcus dysgalactiae	Streptococcus
OTU_97.29547.0	Streptococcus pasteurianus	Streptococcus
OTU_97.43007.0	Streptococcus suis	Streptococcus
OTU_97.10732.0	Actinomyces pacaensis	Actinomyces
OTU_97.36305.0	Campylobacter jejuni	Campylobacter
OTU_97.45053.1	[Haemophilus] ducreyi	Haemophilus
OTU_97.41452.1	Campylobacter lari	Campylobacter
OTU_97.45016.0	Corynebacterium ulcerans	Corynebacterium
OTU_97.940.0	Arcobacter sp. L	Arcobacter sp. L
OTU_97.45181.0	Corynebacterium epidermidicanis	Corynebacterium
OTU_97.21623.0	Streptococcus pyogenes	Streptococcus
OTU_97.26078.0	Streptococcus equi	Streptococcus
OTU_97.28595.0	Streptococcus suis	Streptococcus
OTU_97.34944.0	Campylobacter jejuni	Campylobacter
OTU_97.42502.0	Streptococcus intermedius	Streptococcus
OTU_97.45303.0	Aggregatibacter actinomycetemcomitans	Aggregatibacter
OTU_97.40790.0	Streptococcus intermedius	Streptococcus
OTU_97.43673.0	Porphyromonas gingivalis	Porphyromonas
OTU_97.42543.0	Streptococcus pneumoniae	Streptococcus
OTU_97.17666.1	Streptococcus pneumoniae	Streptococcus
OTU_97.33079.0	Campylobacter jejuni	Campylobacter
OTU_97.28231.0	Streptococcus dysgalactiae	Streptococcus
OTU_97.1278.0	Lactococcus lactis	Lactococcus
OTU_97.34194.0	Campylobacter jejuni	Campylobacter
OTU_97.56.0	Campylobacter iguaniorum	Campylobacter
OTU_97.34782.0	Streptococcus parasanguinis	Streptococcus
OTU_97.30521.1	Streptococcus suis	Streptococcus
OTU_97.16209.0	Streptococcus suis	Streptococcus
OTU_97.44294.0	Streptococcus anginosus	Streptococcus
OTU_97.32705.0	Neisseria meningitidis	Neisseria
OTU_97.20752.0	Streptococcus pneumoniae	Streptococcus
OTU_97.41224.0	Streptococcus thermophilus	Streptococcus
OTU_97.28774.0	Lactococcus lactis	Lactococcus
OTU_97.7659.0	Selenomonas sp. oral taxon 478	Selenomonas
OTU_97.14835.0	Lactococcus lactis	Lactococcus
OTU_97.45326.0	Streptococcus parasanguinis	Streptococcus
OTU_97.32946.0	Streptococcus pyogenes	Streptococcus
OTU_97.41452.0	Campylobacter jejuni	Campylobacter
OTU_97.10732.1	Actinomyces radicidentis	Actinomyces
OTU_97.2653.0	Streptococcus agalactiae	Streptococcus
OTU_97.13996.0	Streptococcus pyogenes	Streptococcus
OTU_97.25442.0	Streptococcus suis	Streptococcus
OTU_97.44769.0	Campylobacter jejuni	Campylobacter
OTU_97.43450.1	Pasteurella multocida	Pasteurella
OTU_97.42543.1	Streptococcus gallolyticus	Streptococcus
OTU_97.34560.0	Streptococcus thermophilus	Streptococcus
OTU_97.20733.1	Streptococcus pneumoniae	Streptococcus
OTU_97.6073.0	Streptococcus suis	Streptococcus
OTU_97.32420.0	Streptococcus pantholopis	Streptococcus
OTU_97.3084.0	Streptococcus pyogenes	Streptococcus
OTU_97.22593.1	Streptococcus pyogenes	Streptococcus
OTU_97.23.1	Streptococcus pneumoniae	Streptococcus
OTU_97.5805.0	Lactococcus lactis	Lactococcus
OTU_97.20271.0	Campylobacter curvus	Campylobacter
OTU_97.41395.1	Campylobacter jejuni	Campylobacter
OTU_97.30521.0	Streptococcus suis	Streptococcus
OTU_97.1906.0	Campylobacter jejuni	Campylobacter
OTU_97.34527.0	Streptococcus iniae	Streptococcus
OTU_97.44550.0	Streptococcus pneumoniae	Streptococcus
OTU_97.29547.1	Streptococcus thermophilus	Streptococcus
OTU_97.1704.0	Carnobacterium inhibens	Carnobacterium
OTU_97.45053.0	Haemophilus influenzae	Haemophilus
OTU_97.33727.0	Lactococcus lactis	Lactococcus
OTU_97.35088.0	Campylobacter jejuni	Campylobacter
OTU_97.39115.0	Streptococcus parauberis	Streptococcus
OTU_97.39679.0	Streptococcus pyogenes	Streptococcus
OTU_97.13253.0	Streptococcus suis	Streptococcus
OTU_97.23667.0	Streptococcus suis	Streptococcus
OTU_97.39112.0	Streptococcus pyogenes	Streptococcus
OTU_97.34747.0	Streptococcus pyogenes	Streptococcus
OTU_97.20733.0	Streptococcus agalactiae	Streptococcus
OTU_97.37776.0	Streptococcus agalactiae	Streptococcus
OTU_97.14837.0	Campylobacter jejuni	Campylobacter
OTU_97.44958.0	[Haemophilus] ducreyi	Haemophilus
OTU_97.45365.0	Streptococcus suis	Streptococcus
OTU_97.44228.0	Streptococcus agalactiae	Streptococcus
OTU_97.30766.0	Marinilactibacillus sp. 15R	Marinilactibacillus
OTU_97.44565.0	Streptococcus pyogenes	Streptococcus
OTU_97.29545.0	Streptococcus suis	Streptococcus
OTU_97.741.0	Streptococcus pseudopneumoniae	Streptococcus
OTU_97.20.0	Jeotgalibaca sp. PTS2502	Jeotgalibaca
OTU_97.35864.0	Streptococcus agalactiae	Streptococcus
OTU_97.23667.1	Streptococcus mitis	Streptococcus
OTU_97.35197.0	Campylobacter fetus	Campylobacter
OTU_97.39998.0	Streptococcus agalactiae	Streptococcus
OTU_97.35311.1	Streptococcus pyogenes	Streptococcus
OTU_97.42422.0	Streptococcus suis	Streptococcus
OTU_97.27895.0	Campylobacter jejuni	Campylobacter
OTU_97.34522.1	Streptococcus pyogenes	Streptococcus
OTU_97.34522.0	Streptococcus pneumoniae	Streptococcus
OTU_97.45443.0	Lactococcus lactis	Lactococcus
OTU_97.12168.1	Neisseria meningitidis	Neisseria
OTU_97.27245.0	Streptococcus gallolyticus	Streptococcus
OTU_97.5441.1	Treponema azotonutricium	Treponema
OTU_97.16658.0	Streptococcus pneumoniae	Streptococcus
OTU_97.7430.0	Peptoclostridium acidaminophilum	Peptoclostridium
OTU_97.42490.0	Lactococcus lactis	Lactococcus
OTU_97.5809.0	Actinomyces sp. oral taxon 414	Actinomyces
OTU_97.11682.0	Campylobacter jejuni	Campylobacter
OTU_97.13932.0	Fusobacterium nucleatum	Fusobacterium
OTU_97.33110.0	Campylobacter jejuni	Campylobacter
OTU_97.30325.0	Streptococcus sp. oral taxon 431	Streptococcus
OTU_97.26079.0	Neisseria meningitidis	Neisseria
OTU_97.1886.0	Selenomonas sp. oral taxon 136	Selenomonas
OTU_97.10310.1	Campylobacter jejuni	Campylobacter
OTU_97.45057.0	Schaalia meyeri	Schaalia
OTU_97.33448.0	Lachnoclostridium sp. YL32	Lachnoclostridium
OTU_97.39365.0	Maribacter sp. T28	Maribacter
OTU_97.10310.0	Sulfurospirillum deleyianum	Sulfurospirillum
OTU_97.37772.1	Campylobacter coli	Campylobacter
OTU_97.37772.0	Campylobacter jejuni	Campylobacter
OTU_97.21430.0	Streptococcus sp. I-G2	Streptococcus
OTU_97.12168.0	Neisseria meningitidis	Neisseria
OTU_97.2373.0	Acetobacterium woodii	Acetobacterium
OTU_97.27900.0	Clostridioides difficile	Clostridioides
OTU_97.39365.1	Ornithobacterium rhinotracheale	Ornithobacterium
OTU_97.26568.1	Filifactor alocis	Filifactor
OTU_97.11468.0	Pasteurella multocida	Pasteurella
OTU_97.4925.0	Campylobacter jejuni	Campylobacter
OTU_97.36451.0	Neisseria meningitidis	Neisseria
OTU_97.32318.0	Corynebacterium ureicelerivorans	Corynebacterium
OTU_97.5623.1	Campylobacter lari	Campylobacter
OTU_97.26568.0	Clostridioides difficile	Clostridioides
OTU_97.5441.0	Treponema sp. OMZ 838	Treponema
OTU_97.12613.0	Candidatus Symbiobacter mobilis	Candidatus Symbiobacter
OTU_97.329.1	Campylobacter jejuni	Campylobacter
OTU_97.34453.0	Campylobacter jejuni	Campylobacter
OTU_97.6437.0	Clostridioides difficile	Clostridioides
OTU_97.2213.0	Streptococcus agalactiae	Streptococcus
OTU_97.485.0	Faecalibaculum rodentium	Faecalibaculum
OTU_97.329.0	Campylobacter coli	Campylobacter
OTU_97.30524.0	Streptococcus pyogenes	Streptococcus
OTU_97.485.1	Turicibacter sp. H121	Turicibacter
OTU_97.34726.0	Lactococcus lactis	Lactococcus
OTU_97.38908.1	Flavobacterium psychrophilum	Flavobacterium
OTU_97.5301.0	Campylobacter jejuni	Campylobacter
OTU_97.16272.0	Campylobacter jejuni	Campylobacter
OTU_97.31305.0	Campylobacter fetus	Campylobacter
OTU_97.31086.0	Campylobacter ureolyticus	Campylobacter
OTU_97.4075.0	Treponema denticola	Treponema
OTU_97.3838.0	Neisseria lactamica	Neisseria
OTU_97.30560.0	Neisseria meningitidis	Neisseria
OTU_97.20716.0	Campylobacter jejuni	Campylobacter
OTU_97.19857.0	Clostridioides difficile	Clostridioides
OTU_97.5121.0	Campylobacter jejuni	Campylobacter
OTU_97.39797.0	Corynebacterium pseudotuberculosis	Corynebacterium
OTU_97.469.0	Negativicoccus massiliensis	Negativicoccus
OTU_97.4075.1	Treponema paraluiscuniculi	Treponema
OTU_97.36221.0	Campylobacter coli	Campylobacter
OTU_97.5121.1	Campylobacter jejuni	Campylobacter
OTU_97.8291.1	Campylobacter fetus	Campylobacter
OTU_97.23850.0	Campylobacter lari	Campylobacter
OTU_97.5623.0	Campylobacter jejuni	Campylobacter
OTU_97.1445.0	Campylobacter jejuni	Campylobacter
OTU_97.38908.0	Flavobacteriaceae bacterium 3519-10	Flavobacteriaceae bacterium 3519-10
OTU_97.2213.1	Streptococcus macedonicus	Streptococcus
OTU_97.8291.0	Campylobacter jejuni	Campylobacter
OTU_97.27573.0	Prevotella intermedia	Prevotella
OTU_97.5278.0	Weeksella virosa	Weeksella
OTU_97.41969.0	Lactococcus lactis	Lactococcus
OTU_97.16272.1	Arcobacter butzleri	Arcobacter
OTU_97.4925.1	Campylobacter coli	Campylobacter
OTU_97.8405.0	Campylobacter coli	Campylobacter
OTU_97.29264.0	Campylobacter jejuni	Campylobacter
OTU_97.30399.0	Fusobacterium hwasookii	Fusobacterium
OTU_97.23272.0	Streptococcus agalactiae	Streptococcus
OTU_97.29264.1	Campylobacter jejuni	Campylobacter
OTU_97.38106.0	Neisseria meningitidis	Neisseria
OTU_97.1445.1	Campylobacter jejuni	Campylobacter
OTU_97.43676.0	Capnocytophaga canimorsus	Capnocytophaga
OTU_97.34865.0	Treponema primitia	Treponema
OTU_97.40838.0	Selenomonas ruminantium	Selenomonas
OTU_97.971.0	Corynebacterium pseudotuberculosis	Corynebacterium
OTU_97.9672.0	Arcanobacterium haemolyticum	Arcanobacterium
OTU_97.44484.0	Campylobacter jejuni	Campylobacter
OTU_97.237.0	Desulfitobacterium metallireducens	Desulfitobacterium
OTU_97.281.0	Corynebacterium pseudotuberculosis	Corynebacterium
OTU_97.35162.0	Neisseria meningitidis	Neisseria
OTU_97.37109.0	Porphyromonas gingivalis	Porphyromonas
OTU_97.45058.0	[Haemophilus] ducreyi	Haemophilus
OTU_97.44537.0	Streptococcus pyogenes	Streptococcus
OTU_97.26155.0	Bibersteinia trehalosi	Bibersteinia
OTU_97.3540.0	Neisseria meningitidis	Neisseria
OTU_97.43152.1	Muricauda ruestringensis	Muricauda
OTU_97.43528.1	Lacinutrix venerupis	Lacinutrix
OTU_97.45.0	Corynebacterium glutamicum	Corynebacterium
OTU_97.14639.1	Pasteurella multocida	Pasteurella
OTU_97.43518.0	Clostridioides difficile	Clostridioides
OTU_97.44537.1	Streptococcus pyogenes	Streptococcus
OTU_97.13391.0	Fusobacterium nucleatum	Fusobacterium
OTU_97.38222.0	Aequorivita sublithincola	Aequorivita
OTU_97.28342.1	Elizabethkingia anophelis	Elizabethkingia
OTU_97.9305.0	Streptobacillus moniliformis	Streptobacillus
OTU_97.1836.1	Campylobacter jejuni	Campylobacter
OTU_97.455.0	Enterococcus faecalis	Enterococcus
OTU_97.23755.0	Tenacibaculum dicentrarchi	Tenacibaculum
OTU_97.24074.0	Clostridioides difficile	Clostridioides
OTU_97.3393.1	Pasteurella multocida	Pasteurella
OTU_97.34818.0	Neisseria meningitidis	Neisseria
OTU_97.11207.0	Lutibacter profundi	Lutibacter
OTU_97.43528.0	Cellulophaga lytica	Cellulophaga
OTU_97.35317.0	Neisseria meningitidis	Neisseria
OTU_97.35168.0	Nonlabens sp. MIC269	Nonlabens
OTU_97.44935.0	Haemophilus influenzae	Haemophilus
OTU_97.6543.0	Capnocytophaga ochracea	Capnocytophaga
OTU_97.43152.0	Nonlabens dokdonensis	Nonlabens
OTU_97.13658.0	Campylobacter peloridis	Campylobacter
OTU_97.881.0	Campylobacter jejuni	Campylobacter
OTU_97.13391.1	Fusobacterium nucleatum	Fusobacterium
OTU_97.455.1	Enterococcus faecalis	Enterococcus
OTU_97.2356.0	Neisseria meningitidis	Neisseria
OTU_97.8688.0	Pasteurella multocida	Pasteurella
OTU_97.14114.0	Neisseria meningitidis	Neisseria
OTU_97.35317.1	Neisseria meningitidis	Neisseria
OTU_97.42261.1	Glaesserella parasuis	Glaesserella
OTU_97.32075.0	Streptococcus gallolyticus	Streptococcus
OTU_97.42801.1	Campylobacter jejuni	Campylobacter
OTU_97.4084.0	Treponema succinifaciens	Treponema
OTU_97.13959.0	Neisseria meningitidis	Neisseria
OTU_97.32369.0	Histophilus somni	Histophilus
OTU_97.7619.0	Campylobacter jejuni	Campylobacter
OTU_97.3210.0	Neisseria weaveri	Neisseria
OTU_97.23196.0	Neisseria meningitidis	Neisseria
OTU_97.28788.0	Gemella sp. oral taxon 928	Gemella
OTU_97.35162.1	Neisseria meningitidis	Neisseria
OTU_97.42261.0	Haemophilus influenzae	Haemophilus
OTU_97.2896.0	Corynebacterium pseudotuberculosis	Corynebacterium
OTU_97.24314.0	Campylobacter jejuni	Campylobacter
OTU_97.25254.0	Campylobacter coli	Campylobacter
OTU_97.2102.1	Campylobacter jejuni	Campylobacter
OTU_97.11128.1	Sulfurospirillum barnesii	Sulfurospirillum
OTU_97.29395.0	Neisseria meningitidis	Neisseria
OTU_97.42989.0	Haemophilus influenzae	Haemophilus
OTU_97.34566.0	Campylobacter coli	Campylobacter
OTU_97.27797.1	Neisseria meningitidis	Neisseria
OTU_97.14639.0	Actinobacillus pleuropneumoniae	Actinobacillus
OTU_97.42801.0	Campylobacter jejuni	Campylobacter
OTU_97.11998.0	Neisseria meningitidis	Neisseria
OTU_97.11207.1	Siansivirga zeaxanthinifaciens	Siansivirga
OTU_97.6310.0	Elizabethkingia anophelis	Elizabethkingia
OTU_97.11377.0	Campylobacter jejuni	Campylobacter
OTU_97.2102.0	Campylobacter jejuni	Campylobacter
OTU_97.27897.0	Cellulophaga algicola	Cellulophaga
OTU_97.124.0	Campylobacter jejuni	Campylobacter
OTU_97.1836.0	Campylobacter jejuni	Campylobacter
OTU_97.16860.0	Streptococcus pyogenes	Streptococcus
OTU_97.11128.0	Campylobacter jejuni	Campylobacter
OTU_97.1148.0	Actinobacillus equuli	Actinobacillus
OTU_97.1358.0	Myroides profundi	Myroides
OTU_97.7158.0	Tannerella forsythia	Tannerella
OTU_97.44993.0	Campylobacter coli	Campylobacter
OTU_97.15438.0	Seonamhaeicola sp. S2-3	Seonamhaeicola
OTU_97.2652.0	Sneathia amnii	Sneathia
OTU_97.3393.0	[Haemophilus] ducreyi	Haemophilus
OTU_97.20364.0	Snodgrassella alvi	Snodgrassella
OTU_97.29395.1	Neisseria meningitidis	Neisseria
OTU_97.28342.0	Riemerella anatipestifer	Riemerella
OTU_97.42987.0	Mannheimia haemolytica	Mannheimia
OTU_97.26160.0	Clostridioides difficile	Clostridioides
OTU_97.27797.0	Neisseria meningitidis	Neisseria
OTU_97.38092.0	Neisseria meningitidis	Neisseria
OTU_97.1193.0	Salinispira pacifica	Salinispira
OTU_97.38628.0	Riemerella anatipestifer	Riemerella
OTU_97.17325.0	Neisseria meningitidis	Neisseria
OTU_97.35846.0	Neisseria meningitidis	Neisseria
OTU_97.44036.0	Capnocytophaga haemolytica	Capnocytophaga
OTU_97.8663.0	Elizabethkingia anophelis	Elizabethkingia
OTU_97.21203.0	Neisseria meningitidis	Neisseria
OTU_97.8698.0	Gramella flava	Gramella
OTU_97.2889.0	Streptococcus mutans	Streptococcus
OTU_97.32295.0	Flavobacterium psychrophilum	Flavobacterium
OTU_97.22538.1	Neisseria meningitidis	Neisseria
OTU_97.42515.0	Campylobacter subantarcticus	Campylobacter
OTU_97.43597.0	Lactobacillus plantarum	Lactobacillus
OTU_97.22538.0	Neisseria meningitidis	Neisseria
OTU_97.19991.0	Pasteurella multocida	Pasteurella
OTU_97.17212.1	Neisseria meningitidis	Neisseria
OTU_97.10174.0	Neisseria meningitidis	Neisseria
OTU_97.35498.0	Streptococcus agalactiae	Streptococcus
OTU_97.2889.1	Streptococcus suis	Streptococcus
OTU_97.29930.0	Gramella forsetii	Gramella
OTU_97.45324.0	Streptococcus pneumoniae	Streptococcus
OTU_97.18590.0	Campylobacter coli	Campylobacter
OTU_97.25019.0	Campylobacter jejuni	Campylobacter
OTU_97.33033.1	Haemophilus influenzae	Haemophilus
OTU_97.34565.0	Streptococcus agalactiae	Streptococcus
OTU_97.18880.0	Trueperella pyogenes	Trueperella
OTU_97.32295.1	Croceibacter atlanticus	Croceibacter
OTU_97.3008.0	Desulfotomaculum reducens	Desulfotomaculum
OTU_97.20283.0	Neisseria gonorrhoeae	Neisseria
OTU_97.21474.0	Pasteurella multocida	Pasteurella
OTU_97.42206.0	Haemophilus influenzae	Haemophilus
OTU_97.23441.1	Neisseria meningitidis	Neisseria
OTU_97.22835.0	Mannheimia varigena	Mannheimia
OTU_97.24778.0	Neisseria meningitidis	Neisseria
OTU_97.4277.0	Campylobacter jejuni	Campylobacter
OTU_97.33033.0	Actinobacillus succinogenes	Actinobacillus
OTU_97.28049.0	Neisseria meningitidis	Neisseria
OTU_97.26542.0	Clostridioides difficile	Clostridioides
OTU_97.35840.0	Anaerotignum propionicum	Anaerotignum
OTU_97.34740.0	Campylobacter jejuni	Campylobacter
OTU_97.17212.0	Neisseria meningitidis	Neisseria
OTU_97.41539.0	Streptococcus pyogenes	Streptococcus
OTU_97.7245.0	Streptococcus pyogenes	Streptococcus
OTU_97.36692.0	Porphyromonas gingivalis	Porphyromonas
OTU_97.23441.0	Neisseria elongata	Neisseria
OTU_97.45324.1	Streptococcus pyogenes	Streptococcus
OTU_97.5254.0	Bibersteinia trehalosi	Bibersteinia
OTU_97.143.0	Lacinutrix sp. 5H-3-7-4	Lacinutrix
OTU_97.40548.0	Neisseria meningitidis	Neisseria
OTU_97.57.0	Flavobacterium psychrophilum	Flavobacterium
OTU_97.37887.0	Neisseria meningitidis	Neisseria
OTU_97.44487.0	Streptococcus pneumoniae	Streptococcus
OTU_97.3219.0	Trueperella pyogenes	Trueperella
OTU_97.10795.1	Myroides odoratimimus	Myroides
OTU_97.9687.0	Lactococcus lactis	Lactococcus
OTU_97.5536.0	Deinococcus geothermalis	Deinococcus
OTU_97.44267.0	Streptococcus pyogenes	Streptococcus
OTU_97.36533.1	Ralstonia solanacearum	Ralstonia
OTU_97.44267.1	Streptococcus anginosus	Streptococcus
OTU_97.44953.0	Streptococcus pyogenes	Streptococcus
OTU_97.44204.0	Fusobacterium nucleatum	Fusobacterium
OTU_97.5695.1	Burkholderia gladioli	Burkholderia
OTU_97.25526.0	Neisseria meningitidis	Neisseria
